obs,val,err
PSQ0/T1g/N(0)N(0)_ref,2.0,0.0
PSQ0/T1g/N(0)N(0)_ref,2.0,0.0
PSQ0/T1g/N(1)N(1)_ref,2.0343862676257354,4.160929070077825e-05
PSQ0/T1g/N(1)N(1)_ref,2.0343862676257354,4.160929070077825e-05
PSQ0/T1g/N(2)N(2)_ref,2.0682009021872947,8.185782862008594e-05
PSQ0/T1g/N(2)N(2)_ref,2.0682009021872947,8.185782862008594e-05
PSQ0/T1g/N(3)N(3)_ref,2.101471498191805,0.00012084257405176495
PSQ0/T1g/N(3)N(3)_ref,2.101471498191805,0.00012084257405176495
PSQ0/A1g/N(0)N(0)_ref,2.0,0.0
PSQ0/A1g/N(1)N(1)_ref,2.0343862676257354,4.160929070077825e-05
PSQ0/A1g/N(2)N(2)_ref,2.0682009021872947,8.185782862008594e-05
PSQ0/A1g/N(3)N(3)_ref,2.101471498191805,0.00012084257405176495
PSQ0/A1g/elab_2,1.4526993282155505,0.0037255157013417394
PSQ0/A1g/ecm_1,1.4323340338679618,0.003385149509608574
single_hadrons/N(3)_ref,1.0498235663066682,0.00038434175763042136
single_hadrons/N(5)_ref,1.081789226034861,0.0004176861336772368
PSQ0/T1g/ecm_6,1.4739363387931792,0.0032463565337775353
single_hadrons/ref,0.7028900065898925,0.0004288210925713766
PSQ0/T1g/ecm_3_ref,2.0594591414019003,0.004478713590927593
PSQ0/A1g/elab_1,1.4323340338679618,0.003385149509608574
PSQ0/T1g/ecm_1_ref,2.032796202283322,0.004462665847211203
single_hadrons/N(1)_ref,1.0169518390864576,0.0003387248823041378
PSQ0/T1g/elab_3,1.447573249471596,0.003020230254642239
single_hadrons/N(1),0.7148052848770835,0.0003920947279255896
PSQ0/T1g/ecm_6_ref,2.0969658481048237,0.004694155691892462
PSQ0/T1g/elab_2_ref,2.0355020696826616,0.004070702110168959
PSQ0/A1g/ecm_0,1.3994147852965564,0.0037635696489997108
PSQ0/T1g/ecm_1,1.4288321360188327,0.002978965101722431
PSQ0/A1g/ecm_3_ref,2.111574047937582,0.005743418059682578
PSQ0/T1g/ecm_2,1.430734063172986,0.002778814729039903
PSQ0/T1g/elab_5,1.4574797445919898,0.002727294302301478
PSQ0/T1g/elab_5_ref,2.073553089284949,0.0041330875090709205
PSQ0/T1g/elab_3_ref,2.0594591414019003,0.004478713590927593
single_hadrons/N(0),0.7028900065898925,0.0004288210925713766
PSQ0/T1g/ecm_7,1.483055947057868,0.002830680955565124
PSQ0/T1g/elab_6,1.4739363387931792,0.0032463565337775353
PSQ0/T1g/elab_0_ref,1.996793265553483,0.004375356449453376
PSQ0/A1g/ecm_0_ref,1.9909442048918722,0.005542722780423107
single_hadrons/N(2),0.7265238776749354,0.0003784792638132169
single_hadrons/N(4)_ref,1.0659937430574609,0.0004383511802572997
PSQ0/T1g/ecm_7_ref,2.109940293863319,0.004152078513581741
single_hadrons/N(2)_ref,1.0336238541784137,0.00034931257454695716
PSQ0/A1g/elab_3,1.4842042964698932,0.004013531324529137
PSQ0/A1g/elab_0,1.3994147852965564,0.0037635696489997108
PSQ0/A1g/ecm_3,1.4842042964698932,0.004013531324529137
single_hadrons/N(3),0.7379104934395184,0.00038736342575189093
PSQ0/T1g/elab_2,1.430734063172986,0.002778814729039903
PSQ0/T1g/elab_0,1.4035260315835407,0.0029674173257604715
PSQ0/T1g/elab_7_ref,2.109940293863319,0.004152078513581741
PSQ0/T1g/elab_1,1.4288321360188327,0.002978965101722431
PSQ0/T1g/elab_4_ref,2.0652957357324873,0.004573474257227101
single_hadrons/N(0)_ref,1.0,0.0
PSQ0/A1g/ecm_2,1.4526993282155505,0.0037255157013417394
PSQ0/A1g/elab_2_ref,2.066752001872095,0.005413259165272245
PSQ0/T1g/ecm_4_ref,2.0652957357324873,0.004573474257227101
PSQ0/T1g/ecm_0,1.4035260315835407,0.0029674173257604715
PSQ0/T1g/elab_4,1.451675733299085,0.002979262526552179
PSQ0/T1g/ecm_2_ref,2.0355020696826616,0.004070702110168959
PSQ0/T1g/elab_1_ref,2.032796202283322,0.004462665847211203
PSQ0/T1g/ecm_3,1.447573249471596,0.003020230254642239
PSQ0/T1g/ecm_4,1.451675733299085,0.002979262526552179
PSQ0/T1g/ecm_5,1.4574797445919898,0.002727294302301478
PSQ0/A1g/ecm_1_ref,2.0377783443201944,0.005002642744540472
PSQ0/A1g/elab_1_ref,2.0377783443201944,0.005002642744540472
PSQ0/A1g/elab_3_ref,2.111574047937582,0.005743418059682578
PSQ0/A1g/ecm_2_ref,2.066752001872095,0.005413259165272245
PSQ0/T1g/ecm_5_ref,2.073553089284949,0.0041330875090709205
PSQ0/A1g/elab_0_ref,1.9909442048918722,0.005542722780423107
PSQ0/T1g/ecm_0_ref,1.996793265553483,0.004375356449453376
PSQ0/T1g/elab_6_ref,2.0969658481048237,0.004694155691892462
single_hadrons/N(5),0.7603788362165181,0.00039733195685889307
single_hadrons/N(4),0.7492763490824429,0.000420454230597116
PSQ0/T1g/elab_7,1.483055947057868,0.002830680955565124
