2.5 0.53698451 0.00035802113
3.5 0.47044326 0.00036870107
4.5 0.4301223 0.00044124153
5.5 0.40298271 0.0004359011
6.5 0.38367114 0.00052770031
7.5 0.36902468 0.00049461491
8.5 0.3585532 0.00054148652
9.5 0.35087014 0.00070283581
10.5 0.34443983 0.00074132879
11.5 0.34021238 0.00072288293
12.5 0.33383924 0.0010066482
13.5 0.3306441 0.0011005662
14.5 0.32717456 0.0013266282
15.5 0.32606077 0.0017987327
16.5 0.32314804 0.0018097693
17.5 0.32110789 0.0025181105
18.5 0.3213051 0.0029749676
19.5 0.31559898 0.0037367794
20.5 0.32553143 0.0041795146
21.5 0.3096888 0.0059210754
22.5 0.31994765 0.0066742635
23.5 0.30893325 0.0079627599
24.5 0.3229886 0.011488938

