14 0.356785 0.0022513 0.00241454
15 0.356902 0.00225396 0.00241404
18 0.356913 0.00234187 0.00242563
19 0.356839 0.00235579 0.00245434
20 0.356776 0.00236436 0.00254953
16 0.357045 0.00225861 0.00238425
17 0.357069 0.00229822 0.00238088
2 0.353476 0.00227189 0.00244786
3 0.3533 0.0022647 0.00245211
4 0.353614 0.00226847 0.002451
5 0.354123 0.00226529 0.00244407
6 0.355879 0.00226847 0.00247115
7 0.355821 0.0022704 0.00247013
8 0.356177 0.0022712 0.00248238
9 0.356446 0.00228241 0.00247593
10 0.356364 0.00227751 0.00246815
11 0.356344 0.00228072 0.00247234
12 0.356482 0.00227088 0.00243736
13 0.356569 0.00229203 0.00241864
