obs,val,err
PSQ0/T1g/N(0)N(0)_ref,2.0,0.0
PSQ0/T1g/N(0)N(0)_ref,2.0,0.0
PSQ0/T1g/N(1)N(1)_ref,2.0343862676257354,4.160929070077825e-05
PSQ0/T1g/N(1)N(1)_ref,2.0343862676257354,4.160929070077825e-05
PSQ0/T1g/N(2)N(2)_ref,2.0682009021872947,8.185782862008594e-05
PSQ0/T1g/N(2)N(2)_ref,2.0682009021872947,8.185782862008594e-05
PSQ0/T1g/N(3)N(3)_ref,2.101471498191805,0.00012084257405176495
PSQ0/T1g/N(3)N(3)_ref,2.101471498191805,0.00012084257405176495
PSQ0/A1g/N(0)N(0)_ref,2.0,0.0
PSQ0/A1g/N(1)N(1)_ref,2.0343862676257354,4.160929070077825e-05
PSQ0/A1g/N(2)N(2)_ref,2.0682009021872947,8.185782862008594e-05
PSQ0/A1g/N(3)N(3)_ref,2.101471498191805,0.00012084257405176495
PSQ0/A1g/elab_2,1.4539179134971194,0.003704903617367968
PSQ0/A1g/ecm_1,1.43243071250317,0.0034149760126806553
single_hadrons/N(3)_ref,1.0498235663066682,0.00038434175763042136
single_hadrons/N(5)_ref,1.081789226034861,0.0004176861336772368
PSQ0/T1g/ecm_6,1.477553608836004,0.003103262135655074
single_hadrons/ref,0.7028900065898925,0.0004288210925713766
PSQ0/T1g/ecm_3_ref,2.0614673302200117,0.0043348750013625596
PSQ0/A1g/elab_1,1.43243071250317,0.0034149760126806553
PSQ0/T1g/ecm_1_ref,2.0335424059557985,0.004518058386069779
single_hadrons/N(1)_ref,1.0169518390864576,0.0003387248823041378
PSQ0/T1g/elab_3,1.448984785323192,0.002850171117329759
single_hadrons/N(1),0.7148052848770835,0.0003920947279255896
PSQ0/T1g/ecm_6_ref,2.1021121298970122,0.004492571575187062
PSQ0/T1g/elab_2_ref,2.036704250537695,0.003808935169665699
PSQ0/A1g/ecm_0,1.3997060052769574,0.0037223665182555
PSQ0/T1g/ecm_1,1.429356635123097,0.003057239301821046
PSQ0/A1g/ecm_3_ref,2.110321968309736,0.0059114085124511995
PSQ0/T1g/ecm_2,1.4315790640821024,0.0025343190868192494
PSQ0/T1g/elab_5,1.456312684955509,0.002960684377264887
PSQ0/T1g/elab_5_ref,2.0718927162172727,0.004513719465206123
PSQ0/T1g/elab_3_ref,2.0614673302200117,0.0043348750013625596
single_hadrons/N(0),0.7028900065898925,0.0004288210925713766
PSQ0/T1g/ecm_7,1.4782455282120321,0.003149863058297554
PSQ0/T1g/elab_6,1.477553608836004,0.003103262135655074
PSQ0/T1g/elab_0_ref,1.997459236757695,0.00434811319830435
PSQ0/A1g/ecm_0_ref,1.9913585228899526,0.005473244930856495
single_hadrons/N(2),0.7265238776749354,0.0003784792638132169
single_hadrons/N(4)_ref,1.0659937430574609,0.0004383511802572997
PSQ0/T1g/ecm_7_ref,2.1030965220060778,0.004589435984434572
single_hadrons/N(2)_ref,1.0336238541784137,0.00034931257454695716
PSQ0/A1g/elab_3,1.4833242222120253,0.004121931341934961
PSQ0/A1g/elab_0,1.3997060052769574,0.0037223665182555
PSQ0/A1g/ecm_3,1.4833242222120253,0.004121931341934961
single_hadrons/N(3),0.7379104934395184,0.00038736342575189093
PSQ0/T1g/elab_2,1.4315790640821024,0.0025343190868192494
PSQ0/T1g/elab_0,1.403994136087658,0.002942759966637123
PSQ0/T1g/elab_7_ref,2.1030965220060778,0.004589435984434572
PSQ0/T1g/elab_1,1.429356635123097,0.003057239301821046
PSQ0/T1g/elab_4_ref,2.0671995661305593,0.00435791873023409
single_hadrons/N(0)_ref,1.0,0.0
PSQ0/A1g/ecm_2,1.4539179134971194,0.003704903617367968
PSQ0/A1g/elab_2_ref,2.0684856803568428,0.005378731324847346
PSQ0/T1g/ecm_4_ref,2.0671995661305593,0.00435791873023409
PSQ0/T1g/ecm_0,1.403994136087658,0.002942759966637123
PSQ0/T1g/elab_4,1.453013916660132,0.0029597451068037297
PSQ0/T1g/ecm_2_ref,2.036704250537695,0.003808935169665699
PSQ0/T1g/elab_1_ref,2.0335424059557985,0.004518058386069779
PSQ0/T1g/ecm_3,1.448984785323192,0.002850171117329759
PSQ0/T1g/ecm_4,1.453013916660132,0.0029597451068037297
PSQ0/T1g/ecm_5,1.456312684955509,0.002960684377264887
PSQ0/A1g/ecm_1_ref,2.0379158887927318,0.00505020742879309
PSQ0/A1g/elab_1_ref,2.0379158887927318,0.00505020742879309
PSQ0/A1g/elab_3_ref,2.110321968309736,0.0059114085124511995
PSQ0/A1g/ecm_2_ref,2.0684856803568428,0.005378731324847346
PSQ0/T1g/ecm_5_ref,2.0718927162172727,0.004513719465206123
PSQ0/A1g/elab_0_ref,1.9913585228899526,0.005473244930856495
PSQ0/T1g/ecm_0_ref,1.997459236757695,0.00434811319830435
PSQ0/T1g/elab_6_ref,2.1021121298970122,0.004492571575187062
single_hadrons/N(5),0.7603788362165181,0.00039733195685889307
single_hadrons/N(4),0.7492763490824429,0.000420454230597116
PSQ0/T1g/elab_7,1.4782455282120321,0.003149863058297554
