2.5 0.53698451 0.00032439032
3.5 0.47044326 0.00036055299
4.5 0.4301223 0.00042355157
5.5 0.40298271 0.00040841195
6.5 0.38367114 0.0004281841
7.5 0.36902468 0.0004438295
8.5 0.3585532 0.00048410109
9.5 0.35087014 0.0005337233
10.5 0.34443983 0.00066636592
11.5 0.34021238 0.00070906846
12.5 0.33383924 0.00092663096
13.5 0.3306441 0.0011117993
14.5 0.32717456 0.0013145029
15.5 0.32606077 0.0017938897
16.5 0.32314804 0.0020416345
17.5 0.32110789 0.0025283654
18.5 0.3213051 0.0032636216
19.5 0.31559898 0.0033852819
20.5 0.32553143 0.0050059248
21.5 0.3096888 0.0054261136
22.5 0.31994765 0.0065814287
23.5 0.30893325 0.0080138669
24.5 0.3229886 0.010310166

