2.5 0.58105616 0.00023955796
3.5 0.51998287 0.00026267872
4.5 0.48361956 0.00031877489
5.5 0.45926273 0.00032023595
6.5 0.44214174 0.00036198667
7.5 0.42956617 0.0003999975
8.5 0.42034053 0.00037623227
9.5 0.41397992 0.00045131636
10.5 0.40816997 0.00048354456
11.5 0.40380121 0.00046025046
12.5 0.39965547 0.00056821477
13.5 0.39639262 0.00064722127
14.5 0.39301481 0.00074441108
15.5 0.39273808 0.00086602677
16.5 0.38996417 0.0010192296
17.5 0.38720032 0.0013079965
18.5 0.38997444 0.0014777825
19.5 0.38539217 0.0016257844
20.5 0.38423409 0.0021200407
21.5 0.38535607 0.0026609349
22.5 0.38491484 0.0029665921
23.5 0.38636999 0.0037006623
24.5 0.38321947 0.0044096464

