2.5 0.2434817 0.00017987952
3.5 0.21307742 0.00015899623
4.5 0.1946478 0.00015621007
5.5 0.18275699 0.00016972628
6.5 0.17470715 0.0001666073
7.5 0.16926485 0.00018729331
8.5 0.16557608 0.00019593964
9.5 0.16351832 0.00021972144
10.5 0.16177239 0.00023059055
11.5 0.16068343 0.00025211268
12.5 0.15956286 0.00024981548
13.5 0.15896226 0.00025625047
14.5 0.15812342 0.00020923629
15.5 0.15743512 0.00021247099
16.5 0.15725129 0.00022468556
17.5 0.15712838 0.00020575528
18.5 0.15696453 0.00023618844
19.5 0.15706709 0.00023353029
20.5 0.15714746 0.00026031479
21.5 0.15689448 0.00025233505
22.5 0.15653168 0.00028024781
23.5 0.15656265 0.00027123837
24.5 0.15632534 0.00027431612

